country,country_serial,metric,value,unit,sector,sub_sector,sub_sub_sector,source_link,source,year
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,19.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,19.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,19.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,19.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,1.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,57.5,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burkina Faso,BFA,Energy Indicator,15.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burkina-faso,Africa Energy Portal,2022
Burundi,BDI,Wind Energy,250.0,MW,Renewables,Generation,Total,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,10.2,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,10.2,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,1.6,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,1.6,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,62.8,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,62.8,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,0.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Access to Electricity,0.1,%,Electricity,Access,Population,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,10.2,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,1.6,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,62.8,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
Burundi,BDI,Energy Indicator,0.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/burundi,Africa Energy Portal,2022
